1/22/2001,0,0,"5,728,195,796,181.57"
1/23/2001,0,0,"5,732,723,749,861.27"
1/24/2001,0,0,"5,732,255,355,204.69"
1/25/2001,0,0,"5,739,320,332,063.05"
1/26/2001,0,0,"5,740,435,844,198.00"
1/29/2001,0,0,"5,739,059,297,122.31"
1/30/2001,0,0,"5,740,291,126,546.45"
1/31/2001,0,0,"5,716,070,587,057.36"
2/1/2001,0,0,"5,703,346,472,448.65"
2/2/2001,0,0,"5,692,920,049,098.18"
2/5/2001,0,0,"5,692,234,596,517.07"
2/6/2001,0,0,"5,696,112,552,640.62"
2/7/2001,0,0,"5,694,062,535,040.67"
2/8/2001,0,0,"5,697,248,248,419.78"
2/9/2001,0,0,"5,698,504,013,467.32"
2/12/2001,0,0,"5,699,501,406,898.13"
2/13/2001,0,0,"5,702,465,484,866.60"
2/14/2001,0,0,"5,700,887,675,778.04"
2/15/2001,0,0,"5,712,465,542,248.62"
2/16/2001,0,0,"5,713,324,669,859.74"
2/20/2001,0,0,"5,719,124,940,098.04"
2/21/2001,0,0,"5,720,449,734,370.04"
2/22/2001,0,0,"5,724,785,875,504.11"
2/23/2001,0,0,"5,725,592,790,784.57"
2/26/2001,0,0,"5,726,224,651,481.74"
2/27/2001,0,0,"5,726,968,823,821.55"
2/28/2001,0,0,"5,735,859,380,573.98"
3/1/2001,0,0,"5,726,774,439,028.95"
3/2/2001,0,0,"5,742,769,797,856.70"
3/5/2001,0,0,"5,743,401,716,650.84"
3/6/2001,0,0,"5,749,734,337,611.83"
3/7/2001,0,0,"5,747,491,094,329.69"
3/8/2001,0,0,"5,747,550,277,632.42"
3/9/2001,0,0,"5,747,792,825,182.88"
3/12/2001,0,0,"5,748,756,736,296.21"
3/13/2001,0,0,"5,752,122,226,353.86"
3/14/2001,0,0,"5,750,555,317,104.73"
3/15/2001,0,0,"5,724,494,097,883.09"
3/16/2001,0,0,"5,725,427,309,171.06"
3/19/2001,0,0,"5,729,611,586,294.55"
3/20/2001,0,0,"5,732,596,852,845.50"
3/21/2001,0,0,"5,731,169,100,580.51"
3/22/2001,0,0,"5,732,049,780,656.46"
3/23/2001,0,0,"5,734,215,116,583.82"
3/26/2001,0,0,"5,733,895,076,837.79"
3/27/2001,0,0,"5,736,074,141,495.08"
3/28/2001,0,0,"5,734,570,704,080.99"
3/29/2001,0,0,"5,770,774,722,962.15"
3/30/2001,0,0,"5,773,739,949,951.53"
4/2/2001,0,0,"5,745,399,258,826.83"
4/3/2001,0,0,"5,776,367,926,942.46"
4/4/2001,0,0,"5,777,864,856,329.85"
4/5/2001,0,0,"5,772,523,327,634.26"
4/6/2001,0,0,"5,770,199,654,130.96"
4/9/2001,0,0,"5,769,837,050,562.21"
4/10/2001,0,0,"5,772,787,008,201.93"
4/11/2001,0,0,"5,772,021,061,262.62"
4/12/2001,0,0,"5,767,344,678,757.96"
4/13/2001,0,0,"5,768,256,399,246.51"
4/16/2001,0,0,"5,736,115,560,252.10"
4/17/2001,0,0,"5,742,701,309,510.77"
4/18/2001,0,0,"5,742,758,417,002.90"
4/19/2001,0,0,"5,712,575,341,251.93"
4/20/2001,0,0,"5,713,631,148,647.61"
4/23/2001,0,0,"5,673,969,614,244.57"
4/24/2001,0,0,"5,681,673,830,247.36"
4/25/2001,0,0,"5,681,916,012,004.34"
4/26/2001,0,0,"5,679,103,723,997.64"
4/27/2001,0,0,"5,678,255,839,065.80"
4/30/2001,0,0,"5,661,347,798,002.65"
5/1/2001,0,0,"5,651,070,445,048.89"
5/2/2001,0,0,"5,655,955,997,201.31"
5/3/2001,0,0,"5,636,663,639,692.83"
5/4/2001,0,0,"5,641,702,535,760.39"
5/7/2001,0,0,"5,643,605,408,260.92"
5/8/2001,0,0,"5,647,881,033,420.09"
5/9/2001,0,0,"5,643,268,010,418.43"
5/10/2001,0,0,"5,640,325,386,358.77"
5/11/2001,0,0,"5,637,839,303,470.87"
5/14/2001,0,0,"5,641,550,724,928.73"
5/15/2001,0,0,"5,651,674,551,618.32"
5/16/2001,0,0,"5,650,935,951,696.96"
5/17/2001,0,0,"5,654,620,129,223.75"
5/18/2001,0,0,"5,655,505,213,567.79"
5/21/2001,0,0,"5,654,596,844,308.03"
5/22/2001,0,0,"5,658,520,030,420.14"
5/23/2001,0,0,"5,658,410,674,620.47"
5/24/2001,0,0,"5,660,965,921,275.71"
5/25/2001,0,0,"5,660,883,342,386.72"
5/29/2001,0,0,"5,661,254,498,820.33"
5/30/2001,0,0,"5,661,970,599,552.18"
5/31/2001,0,0,"5,656,181,958,605.26"
6/1/2001,0,0,"5,670,559,902,293.71"
6/4/2001,0,0,"5,668,781,838,668.70"
6/5/2001,0,0,"5,671,991,683,864.65"
6/6/2001,0,0,"5,669,404,114,473.96"
6/7/2001,0,0,"5,672,373,164,658.13"
6/8/2001,0,0,"5,679,727,774,591.76"
6/11/2001,0,0,"5,680,526,114,067.39"
